source,metric,spearman_rho_order,spearman_p,kendall_tau,kendall_p,mean_signed_MVRR,mean_signed_NPZ,mean_signed_NPS,mean_signed_Agreement,mean_signed_AttachHigh,order_signed_large_to_small
bidirectional,steps_taken,0.8999999999999998,0.03738607346849875,0.7999999999999999,0.08333333333333333,169.29166666666666,34.166666666666664,-27.666666666666668,13.055555555555555,-70.08333333333333,MVRR>NPZ > Agr>NPS > HiA
bidirectional,final_surprisal,-0.3,0.6238376647810728,-0.19999999999999998,0.8166666666666667,-0.9398059692455822,0.871287346244591,0.23807976291695185,-0.12311103310576493,0.3059646523219499,NPZ > HiA>NPS > Agr>MVRR
bidirectional,final_entropy,0.7,0.18812040437418728,0.6,0.23333333333333334,1.4060187737147014,0.12962925185759863,0.04408176243305206,0.21943505936198765,-0.3208821540077527,MVRR> Agr>NPZ >NPS > HiA
bidirectional,final_sampler_entropy,-0.49999999999999994,0.39100221895577053,-0.39999999999999997,0.48333333333333334,-0.13306230306625366,0.3027319709459941,0.1336774230003357,0.8513767984178331,0.22522467374801636, Agr>NPZ > HiA>NPS >MVRR
bidirectional,final_sampler_p_target,0.7,0.18812040437418728,0.6,0.23333333333333334,0.0005663883186196964,-1.2848579409308059e-05,-0.0013915095592575237,-0.0006973885184417364,-0.0012074424667923485,MVRR>NPZ > Agr> HiA>NPS 
bidirectional,cumulative_kl,0.8999999999999998,0.03738607346849875,0.7999999999999999,0.08333333333333333,0.15661296091927093,0.11708986743951755,-0.06689959009569672,0.004633219557945267,-0.09490983166771609,MVRR>NPZ > Agr>NPS > HiA
bidirectional,sampler_cumulative_kl,0.6,0.28475697986529375,0.39999999999999997,0.48333333333333334,0.42812890210552723,-0.0688663627030716,0.0036582613186813737,0.06649768142960966,-0.20084357103405637,MVRR> Agr>NPS >NPZ > HiA
