,Agr,MVRR,NPZ,NPS,RC,HiAt,LowA
steps_taken,13.055555555555555,169.29166666666666,34.166666666666664,-27.666666666666668,-76.33333333333333,-70.08333333333333,-78.16666666666667
final_surprisal,-0.12311103310576493,-0.9398059692455822,0.871287346244591,0.23807976291695185,-4.883326793109872,0.3059646523219499,0.6413837788414948
final_entropy,0.21943505936198765,1.4060187737147014,0.12962925185759863,0.04408176243305206,-1.7490704696004589,-0.3208821540077527,-0.5667064845717201
final_sampler_entropy,0.8513767984178331,-0.13306230306625366,0.3027319709459941,0.1336774230003357,-2.9074206749598184,0.22522467374801636,0.2082542379697164
final_sampler_p_target,-0.0006973885184417364,0.0005663883186196964,-1.2848579409308059e-05,-0.0013915095592575237,0.030250873915169525,-0.0012074424667923485,0.00127878660100104
cumulative_kl,0.004633219557945267,0.15661296091927093,0.11708986743951755,-0.06689959009569672,-0.010018385923331152,-0.09490983166771609,-0.09694005505465005
sampler_cumulative_kl,0.06649768142960966,0.42812890210552723,-0.0688663627030716,0.0036582613186813737,-0.29643803005698527,-0.20084357103405637,-0.17767045461247713
