trajectory_source,subset,contrast,metric,et_measure,n_items,spearman_rho,spearman_p,pearson_r,pearson_p,spearman_p_fdr,spearman_fdr_sig
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_entropy,gp,24,-0.2278260869565217,0.28430742700718314,0.10422696915105997,0.627909445146341,0.8219523991034429,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_p_target,gp,24,-0.19391304347826085,0.3639188559293709,0.03884404940465615,0.8569916032062186,0.8731181757038086,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,cumulative_kl,gp,24,-0.54,0.006453914474239906,-0.45634325298157286,0.024997536030843627,0.21082787282517026,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,sampler_cumulative_kl,gp,24,-0.5260869565217391,0.008275921894264552,-0.40294256118520055,0.0509021019355395,0.22119282153761619,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,steps_taken,tt,24,-0.4344422803288226,0.03389246734032451,-0.44545208050395174,0.02915077439659457,0.4744945427645431,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_surprisal,tt,24,0.4243478260869564,0.038760097639367115,0.4216467698122218,0.04015190838978548,0.5081752893260847,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_entropy,tt,24,-0.38869565217391305,0.060498404649825734,-0.42624052112278793,0.03780773054298152,0.6133286540361643,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_entropy,tt,24,-0.0608695652173913,0.7775281884531549,0.010431878380175036,0.9614146071321426,0.9832494710692453,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_p_target,tt,24,0.0,1.0,0.09738285650881656,0.6507740639377877,1.0,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,cumulative_kl,tt,24,-0.25478260869565217,0.22955896419421634,-0.21933733202150021,0.3031156522963814,0.7724427881730861,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,sampler_cumulative_kl,tt,24,-0.18086956521739128,0.39767420741690407,-0.16339595593895356,0.44552887220619725,0.8731181757038086,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,steps_taken,regin,24,-0.07045009951278206,0.7435802769378832,-0.06718326165472827,0.7551075364790507,0.980396660005651,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_surprisal,regin,24,-0.017391304347826087,0.9357145967179171,0.08374528397236708,0.6972395173802473,1.0,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_entropy,regin,24,0.029565217391304344,0.8909226043767046,-0.05888717594965144,0.7846044890925774,0.9891671285147632,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_entropy,regin,24,0.16869565217391302,0.43070226172098125,0.014091144250203927,0.9478953111507058,0.877151682078006,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_p_target,regin,24,0.17130434782608694,0.42350313678440454,0.244902185585889,0.24874912563047208,0.8768304381310911,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,cumulative_kl,regin,24,-0.1026086956521739,0.6332868165639749,0.04136393376415126,0.84781660904797,0.9597233199474671,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,sampler_cumulative_kl,regin,24,-0.004347826086956522,0.9839134567350358,0.1073446675693499,0.6176014336847975,1.0,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,steps_taken,regout,24,-0.2761469950038062,0.19148747089191112,-0.23743383386050443,0.2639268664696759,0.7724427881730861,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_surprisal,regout,24,0.24695652173913044,0.244675845945762,0.16170625731815175,0.4503122018179505,0.7843035324597117,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_entropy,regout,24,-0.2626086956521739,0.21507317009837812,-0.22631979536630562,0.28759001119814,0.7724427881730861,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_entropy,regout,24,-0.011304347826086955,0.958190162801108,0.07164839571626905,0.7393652247696898,1.0,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,final_sampler_p_target,regout,24,-0.4060869565217391,0.048953428980557864,-0.061718917649264404,0.7745015641057501,0.5330484488994078,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,cumulative_kl,regout,24,-0.25652173913043474,0.22628553340548088,-0.11881381555635742,0.5802917865694553,0.7724427881730861,False
critical_position,ClassicGP,NPZ_AMB-NPZ_UAMB,sampler_cumulative_kl,regout,24,-0.18,0.399985075450615,-0.04822397385952931,0.8229391927872474,0.8731181757038086,False
critical_position,RelativeClause,RC_Obj-RC_Subj,steps_taken,ffd,24,0.1383812534535573,0.5190239611984,0.09611635830970373,0.655039647842692,0.9399802159645294,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_surprisal,ffd,24,0.47391304347826085,0.019311580010082523,0.37438058930582396,0.07148716235280891,0.35485028268526636,False
