subset,contrast,cond_a,cond_b,variable,item,mean_diff(a-b),auc_diff(a-b)
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,18,1.1672284155940788e-05,1.1692697373428179e-05
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,19,0.0002276687000996042,0.00022724458939799605
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,20,0.0049287257075680815,0.004929350530371479
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,21,4.253592366850039e-05,4.250000629300037e-05
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,22,0.0029259717564295833,0.002925779197478876
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,23,-1.4387532029081467e-05,-1.437652088677749e-05
ClassicGP,MVRR_AMB-MVRR_UAMB,MVRR_AMB,MVRR_UAMB,p_semantic_neighbors,24,-0.0004570775910575571,-0.00045810741945215836
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,1,-1.458035687922603,-1.4593068571738885
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,2,0.2955319581000396,0.29541706901579806
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,3,0.4868545114866519,0.48645026780010336
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,4,-0.8041073914257407,-0.8038918288371791
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,5,0.5357208043855881,0.5360849568739464
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,6,-1.8418442572865537,-1.8423038736344144
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,7,0.18695103321151912,0.18693081085642332
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,8,-1.8297278524007197,-1.8304491781834153
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,9,2.0665375794781067,2.0671423784390384
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,10,-2.2501445582444575,-2.2506507290333735
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,11,0.9054366345416718,0.9053374240448163
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,12,1.5010870490318176,1.5018433859695377
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,13,-1.3698545715224286,-1.3708445300668508
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,14,2.4124218628038863,2.413343343054944
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,15,-1.1496485350576777,-1.1507919769488524
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,16,0.3549253066246347,0.3547574746547842
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,17,1.3843606573697553,1.3844188918299114
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,18,2.570801194448108,2.5716320130553703
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,19,-0.8322421839664078,-0.8336056536618923
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,20,-0.7270664343456902,-0.7274004626565371
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,21,-1.1914129030196718,-1.1933945247617772
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,22,-1.8961319050254142,-1.895780571779997
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,23,0.7819724060391923,0.7820830879875155
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,entropy,24,1.3567126786927388,1.3569287950504996
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,1,0.5016858793263458,0.5040544050786986
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,2,-0.5700659853729171,-0.5741934135843323
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,3,1.397576724153068,1.3989637064387714
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,4,0.5868490182095438,0.5905254233356367
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,5,-0.7411366292220265,-0.7448570592900527
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,6,-0.6164053353831995,-0.6180596061253897
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,7,0.9272489873248727,0.9274103633201694
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,8,0.03250355551590268,0.030743797320115007
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,9,0.5690827863300266,0.5697079404598926
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,10,-1.5157672035394598,-1.5186571427624123
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,11,1.2366790772203224,1.2389746839201048
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,12,0.7294990345820709,0.7269803755831402
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,13,-0.2798826780271291,-0.27997618008615965
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,14,0.03397879310588727,0.03338390327319318
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,15,0.22072702716942402,0.2179770476769739
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,16,-0.40283622769255145,-0.40318491738184714
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,17,-0.10931435908504476,-0.11122222247862687
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,18,0.42706727073420253,0.4270864400215601
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,19,0.891295707908707,0.8922955385678548
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,20,-0.3147283852399893,-0.3185307740268104
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,21,0.9787247814245558,0.9798833283055703
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,22,-0.8223105822855503,-0.823598527314702
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,23,0.7551914187412165,0.7612434136548736
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,sampler_entropy,24,-0.11092296856731622,-0.11209934338942693
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,1,1.4168591972840567,1.4210187510318812
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,2,1.1450568778735088,1.1523848820254428
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,3,0.868236539374158,0.8746852735924481
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,4,2.1741835883987086,2.1759632046032897
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,5,0.2713936090072709,0.2661790964153641
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,6,2.8855742961536985,2.892529352327785
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,7,2.584458190851194,2.5902140280774937
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,8,2.2056045666885336,2.2044782976094615
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,9,-1.9222254313138643,-1.9298649763646116
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,10,3.0157679699189672,3.016297641939884
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,11,-0.46099201976495247,-0.4587730465150653
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,12,-1.8207145307739585,-1.8257193868901298
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,13,-0.3592890460102403,-0.36245777580147587
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,14,-1.1553504013367535,-1.158753869718501
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,15,0.19756454494581846,0.1982554490665298
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,16,0.3783933735182019,0.37658218166962654
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,17,-2.0171735912782047,-2.020255656576002
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,18,-5.160688862525301,-5.170540832025876
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,19,-1.0124840943366131,-1.015047648290801
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,20,2.152137064887375,2.154833634968102
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,21,-0.19106425304719543,-0.19260182270090387
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,22,3.8106807507015827,3.8222923124516544
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,23,-0.5421296135916052,-0.5460999674874245
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,surprisal,24,-1.6134328585149535,-1.617814573276918
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,1,-0.029544300283046807,-0.02950813982211275
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,2,-0.0015144741163297575,-0.0015193153865577617
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,3,-0.010989005708821952,-0.010989886597856637
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,4,-0.0005947709043759647,-0.0005805349095417804
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,5,-0.0009186806715742428,-0.0009134590738768291
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,6,-0.014284176262610035,-0.014271788572221566
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,7,-0.033720222306954234,-0.03373431853119527
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,8,-0.019876812293890697,-0.01986900006928963
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,9,0.01860549457296775,0.018601017757286467
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,10,-0.018426494686730542,-0.018411680164222333
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,11,0.0055517613648601635,0.005549354764655867
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,12,0.01291986016359091,0.012915644981142674
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,13,-0.010444686892590207,-0.010440062495321475
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,14,0.0218275979987767,0.021775766154334856
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,15,-0.01376322606316274,-0.013755127156841405
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,16,-0.00046068299088052164,-0.0004610668387830428
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,17,0.009986707691574915,0.00998175727450088
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,18,0.024501819751154223,0.02451323292739836
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,19,-0.013742384905416516,-0.013744110851107522
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,20,-0.024569204311339677,-0.024599675471659095
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,21,-0.013337729552621198,-0.013351484327366634
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,22,-0.06337866731342517,-0.06339997634231913
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,23,0.0229837901841869,0.022978232348963967
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_syntactic_group,24,0.008904268245854718,0.008902986402436839
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,1,-0.014366110294814206,-0.01433818630898642
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,2,-1.5061997134064717e-05,-1.5103233307071847e-05
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,3,-8.181796702798105e-05,-8.226654893177487e-05
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,4,-0.00015509329824296635,-0.00015483257586647924
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,5,-7.019757425295685e-05,-6.994402182544734e-05
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,6,-0.01812904008002262,-0.018053402335706008
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,7,-0.004337299170340533,-0.004338182866255872
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,8,-0.015563251914724243,-0.015563693412663698
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,9,0.00021843464296448384,0.00021835823637331
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,10,-0.0014822944921202114,-0.0014818976818002894
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,11,0.0006876525756625992,0.0006870255830888914
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,12,0.00013633910361189245,0.00013616728294896493
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,13,8.005033260512781e-06,9.104553427157969e-06
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,14,0.018288330133522573,0.018271749498372288
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,15,-0.00016495142220006176,-0.00016533577164522617
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,16,-0.00012897549492109944,-0.00012885954325927805
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,17,0.00013945535741490103,0.000139434391843164
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,18,3.585440815721682e-05,3.582663178856828e-05
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,19,0.0001046243986885112,0.00010445671248470706
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,20,-0.005017752582083923,-0.00502468991588717
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,21,-1.2294766287845616e-05,-1.2695232877986649e-05
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,22,-0.006731835939044846,-0.006737830011452868
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,23,1.81181046018783e-05,1.8120305250990354e-05
ClassicGP,NPS_AMB-NPS_UAMB,NPS_AMB,NPS_UAMB,p_semantic_neighbors,24,0.0003061149424787807,0.0003062474778586777
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,1,-1.1146125735540702,-1.1147880385426547
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,2,-2.2398068046656876,-2.240030195989301
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,3,0.6985719468120496,0.6988151502731876
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,4,1.2263653998818231,1.2263676752355963
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,5,-1.904283773168973,-1.904507850639424
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,6,2.09176178879638,2.091803024158601
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,7,3.355141282575603,3.356524598703245
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,8,0.5210592047458552,0.5212890540313331
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,9,3.1838854137569412,3.186499109238397
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,10,0.6968988635362215,0.697049146320998
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,11,-0.8028136350534828,-0.8026814687003974
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,12,-1.6552534096678673,-1.65594938223217
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,13,1.399816452823322,1.4003258003363952
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,14,-2.067343891872744,-2.06769158466031
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,15,0.9486076671072052,0.9486044584680586
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,16,-1.9928110533258436,-1.9929840312268716
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,17,-1.8438194202035945,-1.8441994594485225
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,18,-1.4225052670286922,-1.4229618235968529
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,19,2.065780446624767,2.0663892445340863
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,20,2.738016295656024,2.7396425532766044
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,21,0.8796249829386897,0.8796611711065165
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,22,3.2068409386803705,3.2089664410654963
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,23,-2.8782366092982774,-2.8792109580996073
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,entropy,24,-2.465717553589166,-2.4663871123882735
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,1,0.38448816173639727,0.38652368519740327
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,2,0.1659490973026908,0.16423182334446193
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,3,0.75348459151522,0.7552376035782926
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,4,0.4521915824808669,0.4514641373998147
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,5,-0.06540076423530015,-0.06538444955988176
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,6,0.5419083630739143,0.5409259208780728
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,7,0.21858035644694204,0.21590209087938148
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,8,0.5986438606492238,0.5994663991632131
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,9,0.826323007986174,0.8286235171199305
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,10,1.2536946481076918,1.2474935659419795
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,11,0.4441322560885444,0.4438732492842761
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,12,0.5055253814213241,0.5056885940697888
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,13,0.40346000748064037,0.40695852687396716
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,14,-0.2156799338450983,-0.21771172644414646
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,15,0.32590260891459116,0.3224740306770155
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,16,0.11695269385773938,0.11569339346245705
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,17,0.6499129810285329,0.651398825520822
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,18,0.14301763219449998,0.1411169969338077
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,19,-0.9630944633963122,-0.966841968507864
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,20,0.396098182452983,0.389447066305936
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,21,0.7464029236534732,0.7430805928243363
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,22,1.1329161173135194,1.1350796959538108
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,23,-0.37925735861811793,-0.37979084194159546
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,sampler_entropy,24,1.4164871886028119,1.4166374868137819
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,1,1.5551240611779233,1.5593681362284042
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,2,3.127792181443323,3.1342119523447987
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,3,-2.017489223094645,-2.0201220394880126
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,4,-1.131609524798327,-1.1337178968621582
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,5,3.424217171788693,3.432695305714297
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,6,-0.763540803751415,-0.7654648390059917
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,7,-2.4267566517386108,-2.4303693945913682
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,8,0.2571379825660939,0.25761085298584074
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,9,-1.3999485395473052,-1.4013121269725746
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,10,-0.24531054317242465,-0.24083752933892022
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,11,2.9236228850837462,2.925888886635743
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,12,2.3171309051072924,2.3225302055597883
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,13,0.15072699243451512,0.1472130631386821
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,14,3.5902004640185896,3.6007822471886755
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,15,0.32614762728593133,0.32612444168158683
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,16,3.2597072699412006,3.2724205808847633
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,17,3.4704585283636176,3.4757831738145466
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,18,1.686770640168112,1.6930263566059884
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,19,-1.1795901695446098,-1.1775779005264624
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,20,-1.430774424897967,-1.4336025650471806
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,21,-1.4674919450112112,-1.4693238878393151
ClassicGP,NPZ_AMB-NPZ_UAMB,NPZ_AMB,NPZ_UAMB,surprisal,22,-1.3596376632212346,-1.3648971807999883
