source,variable,spearman_rho_order,spearman_p,kendall_tau,mean_signed_MVRR,mean_signed_NPZ,mean_signed_NPS,mean_signed_Agreement,mean_signed_AttachHigh,order_signed_large_to_small
critical_position,entropy,-0.3,0.623837664781073,-0.19999999999999998,-0.1977248847335113,0.1808263859511849,-0.5160679811963612,0.4660589883841545,-0.1209816425960282, Agr>NPZ > HiA>MVRR>NPS 
critical_position,p_semantic_neighbors,-0.7,0.1881204043741873,-0.6,-0.0008002879015807,-0.0024131187528131,-0.0019289582392444,-8.443582513280545e-05,0.0013073288391458, HiA> Agr>MVRR>NPS >NPZ 
critical_position,p_syntactic_group,-0.49999999999999994,0.3910022189557703,-0.39999999999999997,-0.0041831874490288,-0.0007538029068922,-0.0089625648379022,-0.0014120296262743,-0.000711729038121, HiA>NPZ > Agr>MVRR>NPS 
critical_position,sampler_entropy,-0.7999999999999999,0.10408803866182788,-0.6,-0.1116763481158383,0.2883385197703476,0.1588990357777404,0.7364552631249709,0.309836687783497, Agr> HiA>NPZ >NPS >MVRR
critical_position,surprisal,-0.7,0.1881204043741873,-0.6,-0.8442998208705642,-0.3758652419226782,0.9336712614342768,-0.0223473503119327,0.1968010569958116,NPS > HiA> Agr>NPZ >MVRR
