subset,contrast,cond_a,cond_b,variable,item,mean_diff(a-b),auc_diff(a-b)
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,50,0.4666492745504908,0.4660883845622149
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,51,0.1049927615041112,0.10427894653333242
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,52,-0.3453481524433921,-0.34553348770954606
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,53,0.4007180562091229,0.4009874049215818
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,54,0.307124264875249,0.3070698150230572
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,55,0.38919434233526495,0.3891392309663694
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,56,0.5697714800451269,0.5700315261819724
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,57,1.2653993482086525,1.2663619489020301
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,58,0.08731427996601879,0.08339363575427197
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,59,0.547054761893785,0.5473583106491794
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,60,0.5594304804706094,0.5598571389068429
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,61,0.09824348835489854,0.09835903517107374
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,62,0.4102341514616155,0.4127427986308103
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,63,0.46218812071498305,0.46296374485536695
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,64,-0.03671956766789877,-0.036657292530821436
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,65,-0.13516274216187057,-0.13451215252816434
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,66,0.396543455651058,0.39611965500794577
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,67,-0.5952581530899259,-0.5976137677719098
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,68,0.20582087897775167,0.2088990609202313
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,69,0.42580176428933825,0.42652347295507803
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,70,0.3910148391531939,0.3909962701844445
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,71,-0.025873609751313253,-0.026346730197343904
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,sampler_entropy,72,0.20703713562021303,0.20635408518431825
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,49,1.678061982175706,1.682845108095197
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,50,0.7323144524131274,0.7337000928982618
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,51,-0.476061613404385,-0.4773648984355629
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,52,0.446412945791931,0.44684351863227406
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,53,1.601941839910786,1.6020828555880202
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,54,-0.2710192910880437,-0.2705686100997593
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,55,-0.1166679860165407,-0.11598126134228473
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,56,0.28840608964174996,0.2910702507647849
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,57,-0.7810450859659451,-0.7845093689568106
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,58,0.08825957456434003,0.08868761639006753
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,59,0.2732672432245742,0.27351144892358187
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,60,-1.2168406581288855,-1.2185869189507468
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,61,-0.019652022151779587,-0.019013150922532147
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,62,0.10278476408874095,0.10373494146139588
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,63,0.21941793652446598,0.21916533744721073
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,64,-0.3359136246884167,-0.33804658090729345
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,65,2.4238515302186396,2.4299841116726877
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,66,-0.2956897189135332,-0.2953192865172619
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,67,-1.0585335592879777,-1.0594205642147068
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,68,-0.520331840626838,-0.5214946445979354
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,69,0.7333143371212176,0.7335847817756012
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,70,0.6145410317779677,0.6151390096489318
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,71,0.20754254791558335,0.2083644379569813
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,surprisal,72,0.3948988014463684,0.3948171415893772
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,49,-0.012745109070139786,-0.012743563379158773
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,50,0.011442359492186329,0.011482966511672826
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,51,0.0007567430755825738,0.0007453244223563561
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,52,-0.0006718594139826779,-0.0006695924143715129
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,53,-0.016907227141829444,-0.016897524776389058
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,54,1.462331237230478e-05,1.4624069124409461e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,55,-0.006509626828201682,-0.006478790329955606
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,56,0.004647711264979398,0.004641662630750915
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,57,-0.0010690198651392355,-0.0010672959144130763
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,58,0.001648191194804191,0.0016412107428387906
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,59,-0.01302475124044248,-0.01300072516035748
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,60,-0.003908187206893422,-0.0038793480316322276
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,61,-0.004638315466058267,-0.004635542094761603
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,62,-0.008776281160789774,-0.008799681398423912
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,63,0.0014216372204500815,0.0014217691162417584
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,64,0.006146704797037313,0.006146855803746302
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,65,-0.014741580477625598,-0.014740360216906537
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,66,0.0036433608123783118,0.003650092881381235
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,67,0.03204715546200705,0.03196754205554439
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,68,0.0005072253062157323,0.000530387319898826
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,69,0.0006423710803928706,0.000643879304781376
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,70,-0.00023368220769994175,-0.00023324381557093845
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,71,0.002879579040371334,0.002863886069461232
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_syntactic_group,72,0.00031342646187154286,0.00031396968923753043
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,49,-2.3724738036838477e-05,-2.3744011852005652e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,50,0.00021752254378354125,0.0002128618462609543
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,51,-0.016227513364114102,-0.016231987708882168
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,52,-1.3838280951856043e-06,-1.3816720112553642e-06
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,53,-0.0002571769258065944,-0.0002558975011120823
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,54,1.0443224193441713e-06,1.0443920254792238e-06
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,55,0.0002306625445490855,0.00023026559429100544
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,56,0.0001009478490025505,0.00010086105365926019
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,57,4.6488003314988386e-05,4.6594667146067646e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,58,-0.02097436986609539,-0.020954368079717976
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,59,-1.3133507007585771e-05,-1.3006208951288066e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,60,0.00011569389610535094,0.00011566259264710114
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,61,-0.0008270013656313186,-0.000828730811036549
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,62,-0.0021101882111791786,-0.002105343788303683
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,63,0.013867800957983335,0.013856023085063156
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,64,2.527120597906259e-05,2.531826301802767e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,65,-0.003329946511152773,-0.0033202038751905015
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,66,-1.4372189255935802e-05,-1.4582841453460951e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,67,0.06037544117371546,0.06024305659798966
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,68,-6.406608435506545e-05,-6.314346135638447e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,69,-1.8152598100776162e-05,-1.810799772586581e-05
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,70,-5.463901829597177e-06,-5.457103009932203e-06
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,71,0.00017776112940746477,0.0001763008877371971
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,p_semantic_neighbors,72,0.00020381556755046868,0.0002038582202660622
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,49,-0.10300985821106233,-0.10213896182494639
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,50,0.5347307216142534,0.5374643094275359
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,51,0.031098806444747565,0.03080348318424563
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,52,3.774448640342923,3.776981883042207
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,53,1.0174287135996174,1.0186998042347506
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,54,0.0007342347622516767,0.0007337991727285065
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,55,-0.5930619263131612,-0.5929975864266361
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,56,1.4166802243700243,1.4181693163628322
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,57,-0.4059333068269291,-0.4057360547077101
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,59,0.4085872254315436,0.4087335550506742
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,60,-0.2590045655058258,-0.25912701761654505
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,61,1.8764959306554898,1.8779006004853942
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,62,-0.14179247284984345,-0.141936220359489
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,63,0.0138207069490965,0.013163423402948463
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,64,0.022659328478720833,0.02264848110116911
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,65,-0.04310770166581542,-0.04330926984511174
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,66,-0.006886830965768384,-0.007016010673954239
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,67,-0.04709989710914526,-0.04725798862914755
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,68,0.044492528399536865,0.044530459879116455
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,69,0.22203635152827148,0.22194150212765726
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,70,4.183874471566626,4.185340730540777
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,71,0.08714111504989724,0.08721658325054027
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,entropy,72,0.07121144303289154,0.07118896535069746
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,49,-0.24579340108075903,-0.24540474434632908
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,50,0.42762513252957995,0.42942478162423986
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,51,0.0649839929240436,0.06425332578757005
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,52,-0.28857922946987424,-0.2861393819460106
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,53,1.1576579242016196,1.1602025815854842
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,54,0.34894196591784604,0.3488687398846031
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,55,0.33378759101407596,0.33360001864522015
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,56,0.504090164714123,0.5065922315926061
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,57,0.9814378094792963,0.9839691468939111
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,59,0.4481127326332743,0.44727927642483756
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,60,0.0870470756502006,0.09044788413022367
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,61,-0.5285980907037631,-0.5291776504303717
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,62,-0.2437857633619454,-0.24386605962726005
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,63,-0.06561031491313177,-0.06714960229610278
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,64,-0.119874174954304,-0.11953886585799582
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,65,-0.09789893090425422,-0.09851723759316613
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,66,-0.18100880891234436,-0.1817724743695191
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,67,-0.03871535713349167,-0.038953839183796024
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,68,0.15986371740024902,0.16052896397718452
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,69,0.4605547198817957,0.4606096118704387
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,70,0.985491274601251,0.9883507496208701
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,71,-0.7860549801318486,-0.7887424553787128
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,sampler_entropy,72,0.12042515803821115,0.12191954379352524
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,49,-0.1327832039922083,-0.13254604811902748
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,50,0.7120537434128383,0.7114941196215618
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,51,0.17069097545704437,0.17292787042069196
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,52,-2.7069426171023365,-2.713747224904439
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,53,-1.2969179609572328,-1.2999382119780818
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,54,0.1350475161578918,0.13527287797621962
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,55,1.2910146034318495,1.2975069512043496
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,56,-0.9565446863681205,-0.9565620385449342
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,57,-0.321122875724621,-0.32367864855940326
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,59,-0.18222923508531338,-0.183075696030248
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,60,0.23752859710094687,0.2392186692200405
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,61,-1.3058463129323676,-1.3082992886699134
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,62,-0.11657496774162453,-0.11659622603926355
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,63,-0.7297783277568732,-0.7334229464527788
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,64,0.3346913881382336,0.3344224659739431
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,65,0.32946960726163693,0.3301953995372193
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,66,0.19995570648976715,0.200430339125606
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,67,0.29617047984054357,0.29572763554589765
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,68,-0.11328832025107519,-0.11558641169058076
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,69,0.1045173951484519,0.10426508306042251
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,70,-3.8823292578350617,-3.892053364240228
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,71,0.3366345916696748,0.33335385565129344
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,surprisal,72,-0.55762405013425,-0.5561894181451776
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,49,-0.00015898656384802305,-0.00014959482018849792
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,50,0.0029145712886628995,0.002894263010198039
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,51,0.006912461086435569,0.006906838599133722
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,52,0.05699717415206839,0.057022239210895255
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,53,0.03465870224688586,0.03466019211070537
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,54,4.543933993142249e-06,4.544831441661222e-06
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,55,-0.010752501653260978,-0.01068114836931401
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,56,0.055110600926026244,0.05515929444639121
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,57,0.001555618665748881,0.0015639275255059553
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,59,0.010298212077136645,0.010298682042372786
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,60,-0.004546828422719056,-0.004537545901094853
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,61,0.027423612925136762,0.02739918163092609
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,62,0.012870801585171725,0.012867328807977196
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,63,0.0038377907701460435,0.003815588764719073
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,64,0.00022214389500695633,0.00021687651881689186
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,65,-0.0004671108769485071,-0.0004712110606187368
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,66,-0.00432075482511346,-0.004320446489293606
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,67,-0.005593153963879043,-0.005588080456153763
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,68,0.0014895745249065614,0.001510961433029809
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,69,0.0001166260268218678,0.00011913640461241187
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,70,0.028875730907230498,0.028866808063177776
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,71,0.011757203729278244,0.011761750880206583
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_syntactic_group,72,0.0004149528984680501,0.00041454358195814115
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,49,7.343542624232927e-07,7.298065903358189e-07
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,50,0.0017728705589331018,0.0017643340861764904
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,51,0.012036096041733,0.01200896715855943
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,52,8.494818411572186e-05,8.496676792967951e-05
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,53,0.00020127929949411886,0.00020099135856826137
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,54,1.0034688131242556e-08,1.0174719494328994e-08
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,55,-7.13447657960842e-05,-7.125615734675376e-05
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,56,0.0004906571527698504,0.0004909131888576245
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,57,-1.7456494464797786e-06,-1.6797308403536293e-06
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,59,3.818725321671397e-05,3.813540657227463e-05
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,60,3.203213869631899e-05,3.1933162057852185e-05
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,61,0.00922059131820722,0.009220605095986332
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,62,-0.011080814255573715,-0.011099596786444604
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,63,0.004153233931001117,0.004111509577250262
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,64,-3.8730342654600805e-06,-3.846902632083337e-06
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,65,-0.000759485285918833,-0.0007573550408495807
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,p_semantic_neighbors,66,-3.244256218521856e-05,-3.250542466050215e-05
