source,metric,human_measure,avg_ratio_improvement_easy_contrasts,avg_ratio_improvement_hard_contrasts,avg_magnitude_ratio_filler_easy,avg_magnitude_ratio_subset_easy,avg_magnitude_ratio_filler_hard,world1_evidence,world2_evidence,both_fail,n_easy_cells,n_hard_cells
bidirectional,steps_taken,SPR_RT,0.15418836844304634,1.8715706811422084,0.3489920844354508,0.057733648953058506,0.05740553011668002,False,False,False,2,5
bidirectional,final_surprisal,SPR_RT,0.2828669670725282,0.5478267613892324,1.3891683167066637,0.2643954234174763,0.04549246023306934,False,False,False,2,5
bidirectional,final_entropy,SPR_RT,0.4893545341024901,19.11098437899352,0.20179702466544627,0.10007817963451163,0.0027340340060774803,False,False,False,2,5
bidirectional,final_sampler_entropy,SPR_RT,0.3453357435076221,1.1216178079289612,1.0534285082165447,0.2837559596221534,0.05425069681823154,False,False,False,2,5
bidirectional,final_sampler_p_target,SPR_RT,0.4474374338548532,15.13287062923222,0.24179019198315244,0.04622295204929989,0.003986958354415739,False,False,False,2,5
bidirectional,cumulative_kl,SPR_RT,0.8518821323413985,12.437126571507097,0.024524436577840168,0.005888005514907592,0.00924234724321454,True,False,True,2,5
bidirectional,sampler_cumulative_kl,SPR_RT,6.04278845901376,197.96856604949284,0.019271225648077723,0.09649757126421214,0.001388856462185863,False,False,True,2,5
