predictor_family,trajectory_source,metric,spearman_rho_vs_human_SPR,spearman_p_scipy,spearman_p_exact_perm7_shuffle_model_across_cells,kendall_tau_vs_human_SPR,kendall_p,pearson_r_vs_human_SPR,spearman_rho_mag_SPR_vs_mag_metric,spearman_p_mag
final_commitment_metric,bidirectional,steps_taken,0.9642857142857145,0.0004541491691941689,0.002777777777777778,0.9047619047619049,0.002777777777777778,0.9619569283607379,-0.14285714285714288,0.7599453002180929
final_commitment_metric,bidirectional,final_surprisal,0.10714285714285716,0.8191508555699912,0.8396825396825397,-0.04761904761904762,1.0,0.2979645929546721,0.0,1.0
final_commitment_metric,bidirectional,final_entropy,0.9642857142857145,0.0004541491691941689,0.002777777777777778,0.9047619047619049,0.002777777777777778,0.8847719670021719,-0.28571428571428575,0.5345092286010406
final_commitment_metric,bidirectional,final_sampler_entropy,0.3214285714285715,0.4820720382996776,0.4976190476190476,0.23809523809523814,0.5619047619047619,0.3689038571866475,-0.28571428571428575,0.5345092286010406
final_commitment_metric,bidirectional,final_sampler_p_target,-0.3214285714285715,0.4820720382996776,0.4976190476190476,-0.14285714285714288,0.7726190476190476,-0.4496196478585378,-0.7857142857142859,0.03623846267982714
final_commitment_metric,bidirectional,cumulative_kl,0.7857142857142859,0.03623846267982714,0.04801587301587302,0.7142857142857143,0.03015873015873016,0.8752697387962977,0.39285714285714296,0.38331687042697266
final_commitment_metric,bidirectional,sampler_cumulative_kl,0.8571428571428573,0.013697326615325611,0.023809523809523808,0.7142857142857143,0.03015873015873016,0.8700771958062936,0.0,1.0
