source,subset,metric,filler_n_items,subset_n_items,filler_mean,filler_cv,subset_mean,subset_cv,ks_stat,ks_p,mw_stat,mw_p
critical_position,Agreement,steps_taken,39,18,655.4700381278233,0.11820222531332632,674.6111111111111,0.4320447125753098,0.5,0.002431436905604145,290.0,0.2988878258596228
critical_position,Agreement,final_surprisal,39,18,10.64154790728171,0.13176419655343602,13.355149838820516,0.2738426745991476,0.5683760683760684,0.0003249230007756635,172.0,0.002181027708757773
critical_position,Agreement,final_entropy,39,18,5.738110971600355,0.13740372538846707,5.377989249096976,0.3681862314490015,0.3076923076923077,0.15453704362842638,324.0,0.6491525399145597
critical_position,Agreement,final_sampler_entropy,39,18,8.258651827900659,0.07317315270922012,7.637187123298645,0.13573369007378872,0.45726495726495725,0.007418901518364873,476.0,0.03256882452435478
critical_position,Agreement,final_sampler_p_target,39,18,0.041087179580958796,0.7501979063062211,0.0015240498216857962,2.127111301674546,0.8931623931623932,8.571644284571472e-11,693.0,4.553595862234746e-09
critical_position,Agreement,cumulative_kl,39,18,0.4051704856000513,0.3383867477605619,0.5055474638832796,0.7083618707358665,0.3974358974358974,0.02956459997077821,303.0,0.41481010810031305
critical_position,Agreement,sampler_cumulative_kl,39,18,1.4429357931025033,0.32327129911184915,1.6087743141494382,0.4712825994768184,0.3504273504273504,0.07424245952304465,309.0,0.4761843592886972
critical_position,ClassicGP,steps_taken,39,24,655.4700381278233,0.11820222531332632,555.3125,0.2222652323400913,0.5512820512820513,0.00010855317812421251,735.0,0.00016201057080494072
critical_position,ClassicGP,final_surprisal,39,24,10.64154790728171,0.13176419655343602,15.105597385062621,0.25676626482755915,0.657051282051282,1.1815561042991285e-06,149.0,6.547922445032024e-06
critical_position,ClassicGP,final_entropy,39,24,5.738110971600355,0.13740372538846707,4.821192036900256,0.22155479164150374,0.4967948717948718,0.0007060324018818789,731.0,0.00020297557656382136
critical_position,ClassicGP,final_sampler_entropy,39,24,8.258651827900659,0.07317315270922012,8.052634351783327,0.09126381236614457,0.22435897435897437,0.3800052665941591,543.0,0.2916847258661277
critical_position,ClassicGP,final_sampler_p_target,39,24,0.041087179580958796,0.7501979063062211,0.00107809791168408,2.0815191197966425,0.9487179487179487,4.6216003756701665e-15,930.0,6.497385526949696e-11
critical_position,ClassicGP,cumulative_kl,39,24,0.4051704856000513,0.3383867477605619,0.2934612596312844,0.4098498385961502,0.36217948717948717,0.02999533875050083,673.0,0.0037990425629013005
critical_position,ClassicGP,sampler_cumulative_kl,39,24,1.4429357931025033,0.32327129911184915,1.0542667713701424,0.2802587164407887,0.4935897435897436,0.0007964388744804415,715.0,0.0004851420999919486
critical_position,RelativeClause,steps_taken,39,24,655.4700381278233,0.11820222531332632,788.9791666666666,0.13238303553812214,0.6314102564102564,3.877347681712014e-06,145.0,5.0005249433208e-06
critical_position,RelativeClause,final_surprisal,39,24,10.64154790728171,0.13176419655343602,10.271421891290508,0.18124249544034107,0.3108974358974359,0.08919527926624132,565.0,0.17199886666564723
critical_position,RelativeClause,final_entropy,39,24,5.738110971600355,0.13740372538846707,8.020974606275558,0.13326678215068674,0.8557692307692307,1.1465730925370488e-11,52.0,4.083774672809925e-09
critical_position,RelativeClause,final_sampler_entropy,39,24,8.258651827900659,0.07317315270922012,9.8810886045297,0.08808943941196606,0.8653846153846154,5.097012405474602e-12,51.0,3.748690600840373e-09
critical_position,RelativeClause,final_sampler_p_target,39,24,0.041087179580958796,0.7501979063062211,0.03022972772859826,1.2319545293079905,0.36538461538461536,0.027625973649463245,623.0,0.028763699512662985
critical_position,RelativeClause,cumulative_kl,39,24,0.4051704856000513,0.3383867477605619,0.5607868142084461,0.7443729816580837,0.1891025641025641,0.5894534111084028,399.0,0.3322896909191473
critical_position,RelativeClause,sampler_cumulative_kl,39,24,1.4429357931025033,0.32327129911184915,1.7833285639596095,0.4534295989775817,0.27884615384615385,0.16135225854711455,347.0,0.0881026503725548
critical_position,AttachmentAmbiguity,steps_taken,39,24,655.4700381278233,0.11820222531332632,699.0694444444443,0.3657808032246557,0.44871794871794873,0.0031462616995741777,395.0,0.3048321670074249
critical_position,AttachmentAmbiguity,final_surprisal,39,24,10.64154790728171,0.13176419655343602,13.828201949837215,0.38825091437924464,0.5737179487179487,4.412668685705457e-05,227.0,0.000664291636773148
critical_position,AttachmentAmbiguity,final_entropy,39,24,5.738110971600355,0.13740372538846707,5.624910285411818,0.35932380748821163,0.3076923076923077,0.09428564722972597,460.0,0.9154625697939469
critical_position,AttachmentAmbiguity,final_sampler_entropy,39,24,8.258651827900659,0.07317315270922012,7.530548241403369,0.1747171464200176,0.3942307692307692,0.01381347895673135,630.0,0.022266882799459597
critical_position,AttachmentAmbiguity,final_sampler_p_target,39,24,0.041087179580958796,0.7501979063062211,0.017521917028364694,4.306398326597685,0.8237179487179487,9.447951691519572e-11,877.0,7.395406595973361e-09
critical_position,AttachmentAmbiguity,cumulative_kl,39,24,0.4051704856000513,0.3383867477605619,0.677431743441654,0.6748654806618379,0.4230769230769231,0.006477384330352366,310.0,0.025802568470582044
critical_position,AttachmentAmbiguity,sampler_cumulative_kl,39,24,1.4429357931025033,0.32327129911184915,2.3960325731016687,0.6319952090379977,0.5384615384615384,0.00016703649910973595,255.0,0.0026331005631805406
