subset,contrast,cond_a,cond_b,item,diff_steps_taken,diff_final_surprisal,diff_final_entropy,diff_final_sampler_entropy,diff_final_sampler_p_target,diff_cumulative_kl,diff_sampler_cumulative_kl
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,63,0.0,0.15478975570702325,0.32538890838623047,0.37245750427246094,-0.00015800108667463064,-0.028217462480824906,-0.28171563788782805
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,64,0.0,-0.42921615846515593,0.11971640586853027,-0.049881935119628906,2.7503199362399755e-07,0.00011940911645069718,-0.08279418828897178
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,65,0.0,0.6276452481674397,-0.14853334426879883,-0.6462955474853516,-3.1540595955448225e-05,-0.00813491874941974,-0.12599035998573527
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,66,0.0,0.0011875593065653334,0.014552265405654907,0.14420700073242188,-8.81946471054107e-06,-1.5399185940623283e-05,-0.004439664306119084
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,67,28.0,-0.033209742933090425,-0.07469606399536133,-0.14996814727783203,-0.00042442791163921356,0.008603200487414142,-0.03507124149473384
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,68,0.0,-0.35294893361523627,-0.027555465698242188,-0.06819629669189453,5.384777614381164e-05,-0.0445061501723103,-0.33821241231635213
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,69,0.0,0.8134317328952498,0.2580738067626953,0.4322090148925781,-2.5542667572153732e-05,-0.035485118052747566,-0.08480168227106333
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,70,0.0,0.5164996845387471,-0.01516580581665039,0.13634014129638672,-4.9480266170576215e-05,0.010109900733368704,0.1665734731941484
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,71,-7.0,0.16430727968384673,0.16235923767089844,0.214691162109375,-1.3301738363225013e-05,0.004881068460235838,-0.024499704595655203
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,72,0.0,0.4606235890792121,0.07577991485595703,0.10067558288574219,-4.8197180149145424e-05,0.018313483298697975,0.1169075047946535
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,49,0.0,-0.5423045279265573,-0.010864615440368652,0.06676483154296875,3.604002358770231e-07,0.00031393259996548295,0.04194738529622555
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,50,0.0,0.178177702573298,0.636909008026123,0.36096906661987305,-0.0010448484681546688,0.43689426140554133,1.3286158957052976
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,51,0.0,-0.02794129435167747,0.11119985580444336,0.15098857879638672,0.0003232872113585472,0.2436878214648459,0.8763768625503872
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,52,-602.0,2.3929709375071972,-5.434568405151367,0.6150455474853516,-1.8087025637214538e-06,-0.4723097553141997,-0.6045146529795602
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,53,471.0,-4.076209319779574,4.67573618888855,1.7902789115905762,6.878689237055369e-05,0.2697033880649542,0.4410179433762096
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,54,0.0,0.4417398410929465,0.06979513168334961,0.09702539443969727,-5.2006716941832565e-06,0.10879917776401271,1.043701751390472
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,55,-966.0,6.698864687638348,-6.766699552536011,0.24480819702148438,-4.1938721551559865e-05,-1.8494829049450345,-4.273090515926015
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,56,-254.0,0.3183679216234534,-1.0869507789611816,0.32654523849487305,8.850672747939825e-05,-1.3062245504188468,-3.6756480876356363
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,57,-33.0,0.04705627083662378,-0.012435436248779297,0.06709575653076172,7.846551852708217e-09,-0.017596631423657527,-0.3371361014433205
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,58,-201.0,7.617452609045722,-1.7119767311960459,1.2687005996704102,0.0017316280864179134,-0.03516756294993684,-0.5161979293334298
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,59,0.0,-0.6266642466855181,0.07904857397079468,0.6550617218017578,4.247118340572342e-06,0.005615759342617821,0.12905138492351398
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,60,76.0,-0.364022038359721,0.32723188400268555,-0.16451501846313477,1.2085979506082367e-06,0.19645197323188768,0.28698262420948595
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,61,0.0,-0.2861896727234132,-0.11004638671875,-0.12063121795654297,4.706755862571299e-05,-0.09668080695337267,-1.106066981155891
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,62,601.0,-1.6112394463316937,2.0777831077575684,-0.3531923294067383,0.0344005823135376,0.45911016818718053,0.6593402367725503
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,63,-116.0,-0.4504963004656375,-0.3537149429321289,0.38384151458740234,0.0009871904039755464,-0.10013807562791044,-0.08077431115088984
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,64,0.0,0.18752362225180974,-0.01081705093383789,-0.3051743507385254,-1.5218097360047977e-07,-0.002466548714437522,-0.36932064464781433
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,65,0.0,0.08903582887374917,-0.022241592407226562,-0.07887077331542969,-5.180780135560781e-06,-0.017177444526168983,-0.2011666111066006
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,66,0.0,0.0897618677118821,-0.004922389984130859,-0.04808235168457031,-8.88200884219259e-06,-0.0004919825587421656,-0.027237680973485112
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,67,0.0,0.3621634687454254,0.3235759735107422,0.357330322265625,-0.005813959985971451,0.1623737978588906,0.42153574331314303
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,68,0.0,0.07886358626319456,0.04920387268066406,0.11505317687988281,-9.619398042559624e-06,-0.035683839792909566,-0.0072444097604602575
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,69,-264.0,1.6562757436627376,-1.4884185791015625,0.6193294525146484,-2.644669802975841e-05,-0.03183098992303712,1.0940178072778508
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,70,261.0,-0.6014088190338924,2.3936033248901367,0.3495349884033203,-3.7237914511933923e-06,0.23619449441684992,0.30192124017048627
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,71,-808.0,4.251585386685999,-7.068379878997803,-1.4454388618469238,-8.048785093706101e-05,-0.6688611886784201,-0.9149048129329458
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,72,-41.0,-0.43015311665882905,-0.26300621032714844,0.04563331604003906,8.025452552828938e-05,0.1884061861783266,1.2247029533609748
