subset,contrast,cond_a,cond_b,item,diff_steps_taken,diff_final_surprisal,diff_final_entropy,diff_final_sampler_entropy,diff_final_sampler_p_target,diff_cumulative_kl,diff_sampler_cumulative_kl
RelativeClause,RC_Obj-RC_Subj,RC_Obj,RC_Subj,47,304.0,-6.35149660622463,2.778395652770996,-2.230928421020508,0.0068914128496544436,0.6673397951271909,1.3239767986815423
RelativeClause,RC_Obj-RC_Subj,RC_Obj,RC_Subj,48,405.0,-2.6196373839171905,0.8519539833068848,-4.5975213050842285,0.002138664945960045,0.47629670880996855,0.6732204489526339
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,49,0.0,-1.9827301197191858,0.02844265103340149,1.206254005432129,1.848632791734417e-06,0.0002487861056579277,0.014597148867323995
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,50,145.0,-0.2137820571308291,2.101994514465332,1.1103143692016602,-0.0007664840668439865,0.3708313826464291,0.32674758951179683
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,51,0.0,-0.4344133830849026,0.021673202514648438,0.014752864837646484,0.004851847887039185,-0.052468135763774626,-0.2133042627829127
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,52,0.0,-0.7937363373456314,-0.2693214416503906,-0.37383174896240234,6.2402359617408365e-06,-0.04485685618419666,-0.16948651848360896
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,53,443.0,-2.616837457780136,3.494183301925659,0.6993861198425293,1.8689705029828474e-05,1.3551076321964501,2.917311297438573
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,54,0.0,0.0467079678882385,0.16323065757751465,0.2998471260070801,-1.726948539726436e-08,0.09852611202222761,0.2830461248231586
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,55,-898.0,4.60807335594291,-6.222907543182373,-0.5890774726867676,-8.955383964348584e-05,-1.8387051339886966,-3.996968156134244
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,56,-254.0,0.2167957992923828,-0.7840023040771484,0.5298705101013184,0.00011117407120764256,-0.7170113569154637,-0.8841257764142938
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,57,-916.0,5.792244353245582,-5.459169149398804,0.44338130950927734,-6.916973092074841e-07,-1.1036552993500663,-1.6327603969839402
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,58,0.0,0.205640383596851,-0.1528787612915039,-0.23389816284179688,-0.0003219922073185444,-0.010363034296460683,-0.10316574631724507
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,59,0.0,-0.0003714206516072238,0.04219508171081543,0.659144401550293,3.339209797559306e-08,0.00395047506026458,0.04346399329369888
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,60,0.0,-0.7427428437515289,0.33646678924560547,0.35125207901000977,4.892599008599063e-06,-0.06534070840280037,-0.3004946889122948
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,61,-223.0,1.2902851861635192,-1.931330680847168,0.4618711471557617,-6.920732266735286e-05,-0.2247268838909804,-0.5486939053516835
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,62,0.0,0.04490821469653339,0.24033212661743164,0.3398871421813965,-0.0320202112197876,0.024959047281299718,0.1376315057859756
