subset,contrast,metric,frac_dominant_sign,cv_gt_1,n,mean,sd,iqr,cv,ci_lo,ci_hi
ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_entropy,0.5,True,24,-0.13306230306625366,0.8673580299354415,1.055423617362976,6.518435424220572,-0.47844377408425015,0.2042661895354587
ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_p_target,0.625,True,24,0.0005663883186196964,0.0018720447362891275,0.0001741899424132498,3.3052318961156386,6.500593256131282e-05,0.0014842213060156568
ClassicGP,MVRR_AMB-MVRR_UAMB,cumulative_kl,0.7916666666666666,True,24,0.15661296091927093,0.261374282001809,0.21868445364361833,1.6689185905663277,0.05827313646890578,0.26890040099032714
ClassicGP,MVRR_AMB-MVRR_UAMB,sampler_cumulative_kl,0.7916666666666666,True,24,0.42812890210552723,0.812703686200504,0.42922469817858655,1.8982686807726543,0.13360852860353892,0.780832014376392
ClassicGP,NPS_AMB-NPS_UAMB,steps_taken,0.4583333333333333,True,24,-27.666666666666668,326.14729490065446,562.25,11.788456442192329,-150.01145833333334,104.09062499999996
ClassicGP,NPS_AMB-NPS_UAMB,final_surprisal,0.5833333333333334,True,24,0.23807976291695185,2.1264846213048156,3.43402824497224,8.93181593954538,-0.6002643366652354,1.0009865192942753
ClassicGP,NPS_AMB-NPS_UAMB,final_entropy,0.5416666666666666,True,24,0.04408176243305206,2.7148361726581323,4.0142505168914795,61.586380008766966,-0.9882160523285468,1.121899322792887
ClassicGP,NPS_AMB-NPS_UAMB,final_sampler_entropy,0.5416666666666666,True,24,0.1336774230003357,0.8077013174079416,1.1841223239898682,6.042167026259276,-0.18204216758410136,0.4300165434678393
ClassicGP,NPS_AMB-NPS_UAMB,final_sampler_p_target,0.7083333333333334,True,24,-0.0013915095592575237,0.003491422655216916,0.0004949690866311585,2.5090899534171047,-0.0030573399787638066,-0.0002722254497064357
ClassicGP,NPS_AMB-NPS_UAMB,cumulative_kl,0.4583333333333333,True,24,-0.06689959009569672,0.25171842013082085,0.3774273129856738,3.7626302309289112,-0.16485318600885346,0.0344999205934414
ClassicGP,NPS_AMB-NPS_UAMB,sampler_cumulative_kl,0.5833333333333334,True,24,0.0036582613186813737,0.5059029602481119,0.7177102403729805,138.29054738781358,-0.1900779480261311,0.19854720743893847
ClassicGP,NPZ_AMB-NPZ_UAMB,steps_taken,0.5416666666666666,True,24,34.166666666666664,434.52919716447803,748.5,12.717927721887163,-133.33854166666669,201.75104166666665
ClassicGP,NPZ_AMB-NPZ_UAMB,final_surprisal,0.625,True,24,0.871287346244591,2.3686309013528257,4.856828075521262,2.7185416057768554,-0.08069668009130619,1.7811033087900747
ClassicGP,NPZ_AMB-NPZ_UAMB,final_entropy,0.5416666666666666,True,24,0.12962925185759863,3.774490467960519,6.502614617347717,29.11758275136003,-1.3092674369613329,1.5806774764011302
