subset,contrast,cond_a,cond_b,item,diff_steps_taken,diff_final_surprisal,diff_final_entropy,diff_final_sampler_entropy,diff_final_sampler_p_target,diff_cumulative_kl,diff_sampler_cumulative_kl
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,67,497.0,-1.9444254927190574,2.300063133239746,0.13260412216186523,0.010806242004036903,0.433535596332149,0.6145771114388481
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,68,0.0,-0.3074509883751393,-0.15988826751708984,-0.1631765365600586,8.284670184366405e-05,-0.14487794536398724,-0.5857381497044116
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,69,0.0,1.1786129436419461,0.45018768310546875,0.5232467651367188,-5.587212945101783e-05,-0.09243388185132062,-0.16838224441744387
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,70,0.0,0.81075001389544,0.02976405620574951,0.4691181182861328,-4.342410829849541e-05,0.002262668182083871,0.0966843479545787
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,71,59.0,-0.09237215227124729,0.5908694267272949,0.15207767486572266,-2.356769982725382e-06,0.08831311132234987,0.09894083178369328
AttachmentAmbiguity,AttachHigh-AttachMulti,AttachHigh,AttachMulti,72,0.0,0.5517942084773342,0.06575298309326172,0.07064437866210938,-5.941340350545943e-05,0.024975929081847426,0.09489519440103322
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,49,0.0,-0.17961659207592717,-0.552678108215332,-0.7174649238586426,8.892209280020325e-08,-2.3444069796678377,-5.479911317088408
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,50,0.0,0.9255044479348538,-0.01837015151977539,-0.018761157989501953,-0.00433547655120492,0.40899810504197376,1.233913829899393
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,51,0.0,-0.007830289880283559,0.1804656982421875,0.1824779510498047,7.046759128570557e-05,0.3308106017721002,1.1312990515725687
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,52,769.0,-3.2466819661478077,6.540448188781738,-1.4953174591064453,1.1003471627191175e-06,0.6149052586843027,1.7337357533397153
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,53,72.0,-1.391813497686595,1.5284004211425781,1.2576336860656738,6.189232954056934e-05,-1.069292423024308,-2.473066031525377
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,54,0.0,0.18037984786413475,0.001065824180841446,0.2808218002319336,-3.197417754563503e-06,2.4123582988977432e-05,0.014283448457717896
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,55,-205.0,0.8995379563280252,-1.2150821685791016,0.02144765853881836,-7.098785135895014e-05,-0.623302998712461,-0.20028435869608074
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,56,391.0,-1.0044888944660997,2.2407779693603516,-0.1461658477783203,6.463355384767056e-05,0.22752259525077534,-2.1248893932788633
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,57,-201.0,0.19465003253568725,-0.8901419639587402,0.4675636291503906,8.715289823157946e-08,-0.12404999657155713,-1.5627867521252483
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,58,-658.0,9.490287693875343,-5.291126200929284,1.4828295707702637,0.0020934762433171272,-0.302403572750336,-1.2108605492394418
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,59,47.0,-0.3882159918469359,0.7588405609130859,0.6168761253356934,5.28171040059533e-06,0.7838818544332753,2.4498855223646387
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,60,-45.0,-0.1976250327586122,-0.46903419494628906,-0.0454559326171875,1.8680557332118042e-06,-0.045897907268226845,-0.02668254275340587
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,61,448.0,-1.5453031514550606,3.193148612976074,-0.6728916168212891,6.819814734626561e-05,1.110901310617919,0.7329019136959687
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,62,0.0,-0.13455647779619562,-0.2266407012939453,-0.271909236907959,0.03986549377441406,-0.05700533848539635,-0.263300203208928
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,63,0.0,-0.4597807642543703,0.29001808166503906,0.3416261672973633,0.0006644601235166192,0.09251056483117281,0.10651389230042696
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,64,0.0,0.596080461795939,0.0500035285949707,0.0073490142822265625,-5.053797167420271e-07,0.025634914374677464,-0.07930060534272343
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,65,0.0,0.37001650296697974,-0.0068492889404296875,-0.012936592102050781,-2.7755282644648105e-05,-0.08746286931273062,-0.49586558213923126
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,66,0.0,0.3012291247460901,0.03831815719604492,-0.10679244995117188,-3.0308183340821415e-05,-0.0799071708752308,-0.6223906890372746
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,67,0.0,0.3177544445995961,-0.031118392944335938,0.2038745880126953,-0.002521960996091366,0.05366758519085124,0.17863214379758574
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,68,0.0,0.9585340040635693,0.07336044311523438,0.07460403442382812,-0.00016972352750599384,-0.19482204056112096,-0.15447972633410245
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,69,0.0,0.489782816943503,0.4814305305480957,0.566554069519043,-2.874353958759457e-05,0.19747566206933698,1.263353502843529
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,70,865.0,-4.255153505314764,7.784116268157959,1.010451316833496,5.8176927268505096e-05,0.5653565136599354,1.0553693154943176
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,71,67.0,0.7167709286490673,0.1461176872253418,-0.43503665924072266,-4.7930261644069105e-05,0.26705316430161474,0.664251207082998
AttachmentAmbiguity,AttachLow-AttachMulti,AttachLow,AttachMulti,72,0.0,-0.6042378585726826,0.1514453887939453,0.15019512176513672,9.048296487890184e-05,0.31490742660389515,1.5101770266192034
